08出品者,08場所,フィールド1,神代０７,神代０８,07場所,07出品者,出典,修正・レコード内追加,修正事項,出所･担当等,品種名,交配親・産地,分類,花色,作出命名者,所属・Sec/原種　,発表見/掲載,読み,掲載,追加,フィールド3,フィールド2,担当者,入
,,○,,,,,BUX Beg'48,,,,Ferd Neels,,rex,,Mrs. Perry Miller,CA,194? (0),ﾌｪﾙﾄﾞ･ﾆｰﾙｽﾞ,(0),,,,,
,,,,,,,BUX ILTB,,,,Fernand del Mormol,,tuber hyb.,yellow,L. VanHoutte,,1894AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fernand Houtart,,tuber hyb.,orange/red,L. VanHoutte,,CLVH 1882,,1882,,,,,
,,○,,,,,ABS R#525,,,,Fernan Vell,fernando-costae x olsoniae,shrub,pink,Michelson,FL,1961,ﾌｪﾙﾅﾝ･ﾍﾞﾙ,,,,,,
,,○,,,,,BUX DC,,,,Ferruginea var. Holtonis,,z,,Holton,Colombia,(0),ﾌｪﾙｷﾞﾈｱ･ﾎﾙﾄﾆｽ,(0),,,,,
,,,,,,,BUX ILTB,,,,Festiva,,tuber hyb.,rose,Crousse,,IH (0),ﾌｪｽﾃｨﾊﾞ,(0),,,,,
,,,,,,,BUX ILTB,,,,Festiva,,tuber hyb.,yellow,B&L,England,1963JRHS1963,ﾌｪｽﾃｨﾊﾞ,1963,,,,,
,,,,,,,BUX JRHS,,,,Festiva,,tuber hyb.,,B&L,England,1959 (3),ﾌｪｽﾃｨﾊﾞ,(3),,,,,
,,○,,,,,BUX GI,,,,Festival Queen,sport of G'.de Baron Rothschild,z,,Sefton,,1951 (0),ﾌｪｽﾃｨﾊﾞﾙ･ｸｨｰﾝ,(0),,,,,
,,,,,,,BUX,,,,Feu de Bengal,Florida x hirsuta,tuber hyb.,,Lemoine,,1904 (0),ﾌｭ･ﾄﾞｩ･ﾍﾞﾝｶﾞﾙ,(0),,,,,
,,,,,,,BUX ILTB,,,,Feu de Joie,,tuber hyb.,red,Lemoine,,1878AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Feu de Vesuve,,tuber hyb.,,Crousse,,1900AvdH(0),,(0),,,,,
,,○,,,,,BUX,,,,Feu magique　　　,,z,,,,(0),ﾌｭ･ﾏｼﾞｯｸ,(0),,,,,
,,,,,,,BUX ILTB,,,,Feuer aus Schwaben,,tuber hyb.,,C. Mauch,,MDGZ 1886,,1886,,,,,
,,,,,,,BUX F,,,,Feuer ball,,semp,,,,1902 GW(0),,(0),,,,,
,,,,,,,BUX RDSBD,,,,Feuerball,,semp,red,Benary,Germany,1935list1962,,1962,,,,,
,,,,,,,BUX ILTB,,,,Feuerflamme,see Le Flamboyant,tuber hyb.,,,,1914 RHB(0),,(0),,,,,
,,,,,,,BUX RDSBD,,,,Feuerkonigin,,semp,red,Walz,,1949list1962,,1962,,,,,
,,,,,,,BUX RDSBD,,,,Feuerkugel,,semp,red,Daehnfeldt/Rich.Meisert,,1957list1962,,1962,,,,,
,,,,,,,BUX RDSBD,,,,Feuermeer,,semp,red,P. Schmid,,1921list1962,,1962,,,,,
,,,,,,,BUX RDSBD,,,,Feuerzauber,Heterosis,semp,red,Benary,Germany,1912/13list1962,,1962,,,,,
,,,,,,,BUX RDSBD,,,,Feuerzwerg,,semp,red,Pape & Bergmann list,,1962,,,,,,,
,,○,,,,,ABS R#722,,,,Fever,hatacoa Silver x Lee's No.9 rex cv,rex,pink,Cole,CA,1976,ﾌｪﾊﾞｰ,,,,,,
,,○,,,,,BUX,,,,Fewkes Frutenscans,,cane,,San Diego,CA,(2),ﾋｭｰｸｽ･ﾌﾙﾃﾝｽｷｬﾝｽ,(2),,,,,
,,○,,,,,BUX PSB,,,,Fiddle de Dee,Serenade x #4047,rex,,Cole,CA,undated list,ﾌｨﾄﾞﾙ･ﾄﾞｩ･ﾃﾞｨｰ,,,,,,
,,,,,,,BUX ILTB,,,,Fides,,tuber hyb.,rose,,,1890/92CPF1893,,1893,,,,,
,,○,,,,,ABS R#139,,,,Fido,rhiz unk.,rhiz,,Don Horton,CA,1954 (1),ﾌｨﾄﾞ,(1),,,,,
,,○,,,,,BUX Beg'81,,,,Fidus,,rhiz,,Paul Epple,,,ﾌｨﾀﾞｽ,,,,,,
,,,,,,,BUX ILTB,,,,Field Marschal,,tuber hyb.,scarlet,,,1937 B&L(0),,(0),,,,,
,,○,,,,,BUX K,,,,Fiesta,,rex,,Logee cat.,,194? (0),ﾌｨｴｽﾀ,(0),,,,,○'70
,,,,,,,BUX,,,,Fiesta,,semp,red/yellow,Merry Gardens,ME,1958 (1),,(1),,,,,
,,○,,,,,BUX MLT,,,,Fiffi,Julie  Blais x Joe Blais,rex,,Lepisto,MN,,ﾌｨﾌｨ,,,,,,
,,○,,,,,BUX Beg'81,,,,Fifi Florrie,Lenore Olivier x viscida,cane,,Orihata J.　,Japan,1972,ﾌｨﾌｨ･ﾌﾛｰﾘｰ,,,,,,○
,,○,,,,,BUX CABS,,,,Fiji Island,,rhiz,,,,1966,ﾌｨｼﾞｰ･ｱｲﾗﾝﾄﾞ,,,,,,○'83
,,○,,,,,BUX Beg'72,,,,Filagree             →    Filigree,,rex,,Logee,,1949,ﾌｨﾗｸﾞﾘｰ,,,,,,○
,,○,,,,,BUX TW,,,,Filigree,rex  x  diadema,rex,,T. White  cat,Scotland,194? (0),ﾌｨﾘｸﾞﾘｰ,(0),,,,,○
,,,,,,,BUX ILTB,,,,Filomena Mohla,,tuber hyb.,salm/white,Pfitzer,,1893CPF1894,,1894,,,,,
,,○,,,,,BUX G't,,,,Fimbriata,,z,,Lichtelfe,,1928 (0),ﾌｨﾝﾌﾞﾘｱｰﾀ,(0),,,,,
,,○,,,,,BUX IK,,,,Fimbriata,,rhiz,red,Liebmann,Mexico,1853,ﾌｨﾝﾌﾞﾘｱｰﾀ,,,,,,
,,,,,,,BUX ILTB,,,,Fimbriata,,tuber hyb.,,Laing,,1896 C(0),ﾌｨﾝﾌﾞﾘｱｰﾀ,(0),,,,,
,,,,,,,BUX ILTB,,,,Fimbriata,,tuber hyb.,,L. VanHoutte,,1894CLVH1898,ﾌｨﾝﾌﾞﾘｱｰﾀ,1898,,,,,
,,,,,,,BUX ILTB,,,,Fimbriata fl. pl.,,tuber hyb.,,L. VanHoutte,,1902 C(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fimbriata Marginata,,tuber hyb.,,,,1921 GS(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fimbriata Mignon,,tuber hyb.,rose,,,1923 B&L(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fimbriata Plena,,tuber hyb.,,L. VanHoutte,,1924 Gar(0),,(0),,,,,
,,,,,,,BUX RDSBD,,,,Final,,semp,red,Benary,Germany,1976list1979,,1979,,,,,
,,○,,,,,ABS R#790,,,,Finkelstein,unk. rex cv  x  hatacoa Silver,rex,,Cole,CA,1980,ﾌｨﾝｹﾙｼｭﾀｲﾝ,,,,,,
,,○,,,,,BUX JABS,,,,Fiona,,z,,,,1985 Apr,ﾌｨｵﾅ,,,,,,
,,,,,,,BUX ILTB,,,,Fireball,,tuber hyb.,scarlet,,,1888 GC(0),,(0),,,,,
,,○,,,,,BUX MK,,,,Firebird,semp cv x U014,shrub,coral/red,Worley,CA,1981Cat.1981,ﾌｧｲｱｰﾊﾞｰﾄﾞ,'81,,,,,○'83
,,,,,,,BUX ILTB,,,,Firebrand,,tuber hyb.,scarlet,B&L,England,1969,,,,,,,
,,,,,,,BUX MK,,,,Firecap,,semp,red,Kartuz,CA,1972Cat1981,,'81,,,,,
,,○,,,,,BUX JABS,,,,Firechief,,z,,,,p  16Oct1987,ﾌｧｲｱｰﾁｰﾌ,'87,,,,,
,,○,,,,,BUX PSB,,,,Firecolor,,rex,,Howard,,,ﾌｧｲｱｰｶﾗｰ,,,,,,
,,,,,,,BUX JRHS,,,,Fire Crest,,tuber hyb.,orange,B&L,England,JRHS9/'56(1),,(1),,,,,
,,○,,,,,ABS R#808,,,,Firedance,unk. rex cv  x  suffrticosa,rex,pink,Worley,CA,1977,ﾌｧｲｱｰ･ﾀﾞﾝｽ,,,,,,
,,,,,,,BUX ILTB,,,,Fire Dragon,,tuber hyb.,scarlet,Cannell,,1902CC1902,,1902,,,,,
,,,,,,,BUX SZ,,,,Firefall,,semp,cherry red,Susie Zug,CA,1956 (2),,(2),,,,,
,,,,,,,BUX ILTB,,,,Fireflame,see Le Flamboyant,tuber hyb.,,,,H'e (0),ﾌｧｲｱｰﾌﾚｲﾑ,(0),,,,,
,,○,,,,,BUX RHS,,,,Fireflame,,hiemalis,orang/scarlet,Low,,1915 (0),ﾌｧｲｱｰﾌﾚｲﾑ,(0),,,,,
,,○,,,,,BUX TW,,,,Fireflame,→ Fireflush,rex,,T. White & Son,Scotland,1950/51(0),ﾌｧｲｱｰﾌﾚｲﾑ,(0),,,,,
,,○,,,,,BUX JBS,,,,Fireflash  　　　　  syn. ｏｒ →　Fire Flush,,rex,,,,,ﾌｧｲｱｰﾌﾗｯｼｭ,,,,,,○
,,,,,,,BUX EKL,,,,Fire Fly,,semp,red,Logee,,194? (0),ﾌｧｲｱｰ･,(0),,,,,
,,,,,,,BUX ILTB,,,,Firefly,,tuber hyb.,scarlet,,,CB 1881,,1881,,,,,
,,,,,,,BUX ILTB,,,,Fire Fly,,tuber hyb.,crimson,Logee,,1949 CGD(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Firefly,,tuber hyb.,crims/scarlet,,,CC 1903,,1903,,,,,
,,○,,,,,BUX K,,,,Fire Flush,syn. Bettina Rothschild,rex,pink,,France,1866 (0),ﾌｧｲｱｰ･ﾌﾗｯｼｭ,(0),,,,,○
,,,,,,,BUX ILTB,,,,Fireglow,,tuber hyb.,scarlet,,,1949 B&L(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fireking,,tuber hyb.,vermilion,,,CB 1885,,1885,,,,,
,,○,,,,,BUX AmF,,,,Fire King,,rex,,Williams,,1891AvdH(0),ﾌｧｲｱｰ･ｷﾝｸﾞ,(0),,,,,
,,,,,,,BUX ILTB,,,,Fire King,,tuber hyb.,flame,T. White & Son,Scotland,1949 TW(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fireking,,tuber hyb.,scarlet,Cannell,,1901CC1902,,1902,,,,,
,,,,,,,ABS R#194,,,,Fire-N-Ice,Jewelite x kallaking,semp,,Nave,CA,1963 (3),ﾌｧｲｱｰ･,(3),,,,,
,,○,,,,,BUX Beg'67,,,,Fire Opal,,rex,,,,,ﾌｧｲｱｰ･ｵﾊﾟｰﾙ,,,,,,
,,,,,,,BUX MLT,,,,Fire Rim,tuber x Bouton de Rose,tuber hyb.,,Beatens,,1979,,,,,,,
,,,,,,,BUX B&L,,,,Fire Sea,,semp,salm/scarlet,,,1932 (0),ﾌｧｲｱｰ･,(0),,,,,
,,○,,,,,BUX SZ,,,,Fire Star,Thrush x unk. rex,rex,,Susie Zug,CA,1954 (2),ﾌｧｲｱｰ･ｽﾀｰ,(2),,,,,
,,○,,,,,BUX Beg'80,,,,Fireworks           syn. Fire Works,cathayana  x  rex cv,rex,,Kartuz,CA,1976,ﾌｧｲｱｰﾜｰｸｽ,,,,,,○'83
,,○,,,,,ABS R#801,,,,Firmament,dipetala x Glory of St. Albans,rex,rose/pink,Worley,CA,1978,ﾌｧｰﾏﾒﾝﾄ,,,,,,○'83
,,,,,,,BUX ILTB,,,,First Love,,tuber hyb.,white,,,B&L 1977,,1977,,,,,
,,○,,,,,BUX NYBG,,,,Fischer's Ricinifolia,Ricinifolia  seedling,rhiz,,,CA,(0),ﾌｨｯｼｬｰｽﾞ･ﾘｼﾆﾌｫﾘｱ,(0),,,,,○
,,○,,,,,BUX MK,,,,Five & Dime,Mini Chocolate x Royal Lustre,rhiz,pink,Worley,CA,1984 CAt1988,ﾌｧｲﾌﾞ & ﾀﾞｲﾑ,'88,,,,,
,,○,,,,,BUX PSB,,,,Five P. Seven,,rhiz,,,Japan,,ﾌｧｲﾌﾞ･P･ｾﾌﾞﾝ,,,,,,○
,,○,,,,,BUX,,,,Flair,Morning Mist x Dapples,rhiz,pink,Burley,Aust.,,ﾌﾚｱ,,,,,,
,,,,,,,BUX ILTB,,,,Flambeau,,tuber hyb.,scarlet,,,1904 B&L(0),,(0),,,,,
,,,,,,,BUX TBG,,,,Flambeau,,tuber hyb.,,Mikkelsen,,1976,,,,,,,
,,,,,,,BUX ILTB,,,,Flambeau,,tuber hyb.,crimson,,,CB 1886,,1886,,,,,
,,,,,,,BUX GW,,,,Flambeau,,semp,,Lemoine,,1896 (0),,(0),,,,,
,,○,,,,,BUX FlE,,,,Flambeau,,hiemalis,red,Clibran,,1916 GC(0),ﾌﾗﾝﾋﾞｭｳ,(0),,,,,○
,,,,,,,BUX ILTB,,,,Flambeau,,tuber hyb.,scarlet,Lemoine,,CL1900,,1900,,,,,
,,,,,,,BUX TBG,,,,Flamboyant,Lafayette x Abondance de Boissy,tuber hyb.,red,Billard,,1911,ﾌﾗﾝﾎﾞｲｱﾝﾄ,,,,,,
,,○,,,,,BUX G'a,,,,Flamboyant,,z,orange,,,1934 C(0),ﾌﾗﾝﾎﾞｲｱﾝﾄ,(0),,,,,
,,,,,,,BUX AvdH,,,,Flamboyant,from Atropurpurea or Vernon,semp,,Lemoine,,1895 (0),ﾌﾗﾝﾎﾞｲｱﾝﾄ,(0),,,,,
,,○,,,,,BUX MLT1,,,,Flamboyant Frolic,,rhiz,pink,Yorke,Aust.,,ﾌﾗﾝﾎﾞｲｱﾝﾄ･ﾌﾛﾘｯｸ,,,,,,○'83
,,,,,,,BUX ILTB,,,,Flame,,tuber hyb.,orange,Coppin,,1880 Gar(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Flaming Torch,,tuber hyb.,scarlet,,,FJB,,,,,,,
,,,,,,,BUX ILTB,,,,Flamingo,,tuber hyb.,pink,,,1939 GC(0),ﾌﾗﾐﾝｺﾞ,(0),,,,,
,,○,,,,,BUX JP,,,,Flamingo,,hiemalis,,J. Peed  Cat,,1939 (0),ﾌﾗﾐﾝｺﾞ,(0),,,,,
,,,,,,,BUX RDSBD,,,,Flamingo,,semp,white,Schweiz/Walz,,1957list1962,ﾌﾗﾐﾝｺﾞ,1962,,,,,
,,,,,,,BUX ILTB,,,,Flamme de Punch,,tuber hyb.,pink,Lemoine,,1879AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Flammetta,,tuber hyb.,orange,,,CB 1879,,1879,,,,,
,,○,,,,,JBS3,,,,Flano　,Norah Bedson x imperialis,rhiz,pink,Misono I.,Japan,1978,ﾌﾗﾉ,,,,,,○
,,○,,,,,BUX Gar,,,,Flapper,,rex,,,,1919 (0),ﾌﾗｯﾊﾟｰ,(0),,,,,
,,,,,,,BUX RDSBD,,,,Flash,,semp,red,Gaboriau,,1962list1968,,1968,,,,,
,,○,,,,,JBS3,,,,Flash Light,Cumbre x wollnyi,thick/stem,pink,Misono I.,Japan,1978,ﾌﾗｯｼｭ･ﾗｲﾄ,,,,,,○
,,○,,,,,BUX MLT1,,,,Flat Rock,sutherlandii x unk.,tuberous,white,Haring,,c1980,ﾌﾗｯﾄ･ﾛｯｸ,,,,,,○'83
,,,,,,,BUX ILTB,,,,Flavia,,tuber hyb.,yellow,Crousse,,CCr 1884,,1884,,,,,
,,,,,,,BUX ILTB,,,,Flechier,,tuber hyb.,white,L. VanHoutte,,1880 CLVH1881,,1881,,,,,
,,○,,,,,ABS R#   2,,,,Fleecealba                  →  kellermanii,Sunderbruchii x leptotricha,thick/stem,,Knock,,1947 MN(0),ﾌﾘ-ｽ･ｱﾙﾊﾞ,(0),,,,,○'80
,,,,,,,BUX BSHG,,,,Fleur d' Authmne,,semp,,,,1889 (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fleur d' Automne,→ Octopetala Lemoinea Fleur d' Automne,tuber hyb.,,,,RHB (0),ﾌﾗﾜｰ・ﾄﾞｩ･ｱｳﾄﾝ,(0),,,,,
,,,,,,,BUX ILTB,,,,Fleur de Chrysantheme,,tuber hyb.,salmon,,,CV 1905,,1905,,,,,
,,,,,,,BUX ILTB,,,,Fleur de Chrysantheme,,tuber hyb.,pink,B&L,England,1912 Gar(0),ﾌﾗﾜｰ・ﾄﾞ･ｸﾘｻﾝﾃｨﾝ,(0),,,,,
,,,,,,,BUX ILTB,,,,Fleur d'Or,,tuber hyb.,yellow,Vallerand,,1901AvdH(0),,(0),,,,,
,,,,,,,BUX C,,,,Fleur de Pavot,,tuber hyb.,,Vallerand,,1910 (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fleur de The,,tuber hyb.,white,Crousse,,CCr 1883,,1883,,,,,
,,,,,,,BUX AvdH,,,,Fleurs Ondulees,,tuber hyb.,cristata,Vallerand,,1900 (0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fleuve Rouge,,tuber hyb.,,,,AvdH (0),,(0),,,,,
,,○,,,,,BUX CABS,,,,Flicka,,rhiz,,,,1958,ﾌﾘｯｶ,,,,,,
,,○,,,,,BUX NHG,,,,Flo Belle's Fatty,,rex,,,,,ﾌﾛ･ﾍﾞﾙｽﾞ･ﾌｧﾃｨ,,,,,,
,,○,,,,,BUX EH,,,,Flo Belle Moseley,dregei x Laura Engelbert,cane,rose,Blanton,TX,1974,ﾌﾛ･ﾍﾞﾙ･ﾓｳｾﾞﾘｰ,,,,,,○'80
,,,,,,,BUX ILTB,,,,Flocon de Neige,,tuber hyb.,white,Vallerand,,1905AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Flocon de Neige,,tuber hyb.,white,,,1914 CLVH,,,,,,,
,,,,,,,BUX C,,,,Fleur de Neige,,semp,,Lemoine,,1893 (0),,(0),,,,,
,,○,,,,,BUX,○,読み,,Fleur de Pommier,,z,,,,(0),ﾌﾛｴﾙ･ﾄﾞｩ･ﾎﾟﾐｴﾙ,(0),,,,,
,,○,,,,,BUX Fr,,,,Floella,,rex,,Frey,CA,1961 (3),ﾌﾛｰﾗ,(3),,,,,
,,○,,,,,BUX,,,,Flor Lei,Kentwood x Lenore Olivier,cane,,Nuss,CA,,ﾌﾛｱ･ﾚｲ,,,,,,
,,○,,,,,BUX B,,,,Flora,,rex,,Mrs. E.Fisher Barnes cat,,1951 (0),ﾌﾛｰﾗ,(0),,,,,
,,,,,,,BUX ILTB,,,,Flora,,tuber hyb.,salmon,,,1894 IH(0),ﾌﾛｰﾗ,(0),,,,,
,,,,,,,BUX ILTB,,,,Flora,,tuber hyb.,white/pink,Pfitzer,,1866CPF1888,ﾌﾛｰﾗ,1888,,,,,
,,,,,,,BUX ILTB,,,,Flora Pongraz,,tuber hyb.,vermilion,L. VanHoutte,,1887 CLVH,ﾌﾛｰﾗ･,,,,,,
,,,,,,,BUX RDSBD,,,,Floralie,,semp,pink,,,List 1962,,1962,,,,,
,,,,,,,BUX ILTB,,,,Floreal,,tuber hyb.,yellow,Lemoine,,CL 1905,,1905,,,,,
,,,,,,,BUX ILTB,,,,Florence Bigland,,tuber hyb.,apricot,B&L,England,1928 RHS(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Florence Bond,,tuber hyb.,orange,,,B&L 1964,,,,,,,
,,,,,,,BUX ILTB,,,,Florence Bush,,tuber hyb.,orange,Woolman,England,1937 AM (0),,(0),,,,,
,,○,,,,,BUX Fr,,,,Florence Carrell,limminghei x incarnata,trail/scand,,Elsie Frey,CA,1949,ﾌﾛｰﾚﾝｽ･ｷｬﾚﾙ,,,,,,○
,,○,,,,,BUX FlE,,,,Florence Davenport,sport of Glorie de Lorraine,hiemalis,,,,1910 (0),ﾌﾛｰﾚﾝｽ･ﾀﾞﾍﾞﾝﾎﾟｰﾄ,(0),,,,,
,,,,,,,BUX ILTB,,,,Florence Nightingale,,tuber hyb.,white,Davis,,1898 RHS(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Florence Nightingale,,tuber hyb.,white,,,1912 B&L(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Flore Pleno,,tuber hyb.,,,,1873 Gar(0),,(0),,,,,
,,,,,,,BUX HG,,,,Flore-Pleno,,semp,,,,(0),,(0),,,,,
,,○,,,,,BUX Beg'77,,,,Florence Rita,lubbersii x Orange Rubra,cane,,MacIntyre,England,1971,ﾌﾛｰﾚﾝｽ･ﾘﾀ,,,,,,○'84
,,,,,,,BUX ILTB,,,,Florent Pauwels,,tuber hyb.,salmon,Crousse,,1885CCr1885,,1885,,,,,
,,,,,,,BUX ILTB,,,,Florian,,tuber hyb.,rose,Fontaine,,1881 Gar(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Florian,,tuber hyb.,rose,Crousse,,CCr 1882,,1882,,,,,
,,○,,,,,BUX FC,,,,Floribunda,,z,,Jean Bailly,,1846AvdH(0),ﾌﾛﾘﾊﾞﾝﾀﾞ,(0),,,,,
,,○,,,,,BUX GM,,,,Floribunda,fuchsioides x multiflora,z,pink,,,1872/1870(0),ﾌﾛﾘﾊﾞﾝﾀﾞ,(0),,,,,○'80
,,,,,,,BUX ILTB,,,,Floribunda Alba,,tuber hyb.,white,Lequin,,1880AvdH(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Floribubda Atro-rubra nana,,tuber hyb.,red,,,FTP,,,,,,,
,,,,,,,BUX C,,,,Floribunda incomparabilis,Rosea x schmidtiana,semp,,H&S,,1882 (0),ﾌﾛﾘﾊﾞﾝﾀﾞ･ｲﾝｺﾝﾊﾟﾗﾋﾞﾘｽ,(0),,,,,
,,○,,,,,BUX NM,,,,Floribunda incomparabilis,,z,,,,1875 IK (0),ﾌﾛﾘﾊﾞﾝﾀﾞ･ｲﾝｺﾝﾊﾟﾗﾋﾞﾘｽ,(0),,,,,
,,○,,,,,BUX RHS,,,,Floribunda Mrs. B. W. Currie,,z,,,,(0),ﾌﾛﾘﾊﾞﾝﾀﾞ･ﾐｾｽ･B･W･ｶﾘｰ,(0),,,,,
,,○,,,,,BUX ILTB,,,,Florabunda Rosea,not Pink Maximas,z,,,,GC (0),ﾌﾛｰﾗﾊﾞﾝﾀﾞ･ﾛｾﾞｱ,(0),,,,,
,,,,,,,BUX ILTB,,,,Floribunda rosea,Ascotiensis x fuchsioides,tuber hyb.,,Lemoine,,1914 C,,(0),,,,,
,,,,,,,BUX,,,,Floribunda rouge,,semp,,,,1919 (0),ﾌﾛﾘﾊﾞﾝﾀﾞ･,(0),,,,,
,,,,,,,BUX ILTB,,,,Floribunda Splendide,Petite Rose x G.de chatelaine,tuber hyb.,,Lietaert,,1915 C(0),,(0),,,,,
,,,,,,,BUX C,,,,Florida incomparabilis,Rosea x schmidtiana,semp,,H&S,,1882 (0),ﾌﾛﾘﾀﾞ･ｲﾝｺﾝﾊﾟﾗﾋﾞﾘｽ,(0),,,,,
,,,,,,,BUX G'a,,,,Florida incomparabilis Hofgartner Pettera,,semp,,Benary,Germany,1878 (0),,(0),,,,,
,,○,,,,,BUX K,,,,Florida Species,→ popenoei  (sp),rhiz,white,,FL,,ﾌｵﾘﾀﾞ･ｽﾋﾟｰｼｰｽﾞ,,,,,,
,,○,,,,,BUX Gar,,,,Foliage,,z,,,,1887 (0),ﾌｫﾘｴｰｼﾞ,(0),,,,,
,,,,,,,BUX RH,,,,Foliis Aureis,,semp,,,,1895 (0),,(0),,,,,
,,○,,,,,BUX AmG,,,,Foliis aureus Variegatis,,rex,,Chantrier,,1902 (0),ﾌｫﾘｽ･ｵｳﾚｱｽ･ﾊﾞﾘｱｹﾞｲﾃｨｽ,(0),,,,,
,,,,,,,BUX ILTB,,,,Florrie Burton,,tuber hyb.,orange/red,,,1913 B&L(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fluffy Ruffles,,tuber hyb.,,Mrs. George Harloff,NY,1925 FIE(0),,(0),,,,,
,,,,,,,BUX ILTB,,,,Fluton,,tuber hyb.,salmon,Crousse,,1882 CCr1882,,1882,,,,,
,,○,,,,,BUX JM,,,,Flutterby,Audrey Brenda x Ionic,cane,coral,Asmussen,TX,1983,ﾌﾗｯﾀｰﾊﾞｲ,,,,,,
,,○,,,,,ABS R#540,,,,Fond Memories,Persian Brocade x Dr. Jim,rhiz,pink,G. Frost,CA,1973,ﾌｧﾝﾄﾞ･ﾒﾓﾘｰｽﾞ,,,,,,○'80
,,○,,,,,BUX MLT1,,,,Football,Serenade x #4047,rex,salmo/pink,Cole,CA,1982,ﾌｯﾄﾎﾞｰﾙ,,,,,,
,,○,,,,,BUX PW,,,,Footlight,,rhiz,,Worley,CA,Cat 1987,ﾌｯﾄﾗｲﾄ,'87,,,,,○
,,○,,,,,BUX C,,,,Forckeli,sanguinea x coccinea,z,,Forckel,,1953 (0),ﾌｫｰｹﾘ,(0),,,,,
,,○,,,,,BUX RHB,,,,Formosa,bowringiana  x  rex,rex,,Sander,,1906 (0),ﾌｫﾙﾓｰｻ,(0),,,,,○
,,○,,,,,BUX Beg'49,,,,Formosus,diadema seedling,rhiz,,Mrs. Praetorius,FL,194? (0),ﾌｫﾙﾓｻｽ,(0),,,,,
,,,,,,,BUX RDSBD,,,,Foremost Pink,,semp,,Goldsmith,,1979/80list1979,,1979,,,,,
,,,,,,,BUX RDSBD,,,,Foremost Red,,semp,,Goldsmith,,1979/80list1979,,1979,,,,,
,,,,,,,BUX MLT,,,,Foremost White,,semp,,Goldsmith,,1979,,,,,,,
,,○,,,,,BUX PW,,,,Forest Flame,,rex,,Worley,CA,Cat 1987,ﾌｫ-ﾚｽﾄ･ﾌﾚｲﾑ,'87,,,,,
,,,,,,,BUX,,,,Forest of Vaux,,semp,rose,Bedson,England,1954 (3),,(3),,,,,
,,○,,,,,BUX,,,,Forestfire,Viaudi x Paul Bruant,shrub,,Lillian Bradbury,CA,1952 (1),ﾌｫﾚｽﾄﾌｧｲｱｰ,(1),,,,,
,,○,,,,,BUX MLT,,,,For Lisa,,rex,,Cole,CA,,ﾌｫｰ･ﾘｻ,,,,,,
,,,,,,,BUX ILTB,,,,Formosa,,tuber hyb.,rose,Crousse,,1883CCr1884,ﾌｫﾙﾓｰｻ,1884,,,,,
,,,,,,,BUX ILTB,,,,Formosa,,tuber hyb.,carmine,Laing,,1883 CPF(0),ﾌｫﾙﾓｰｻ,(0),,,,,
,,,,,,,BUX NHG,,,,Forto Red,,semp,,,,,,,,,,,
,,,,,,,BUX ILTB,,,,Fortuna,,tuber hyb.,red,,,1890CPF1893,,1893,,,,,
,,,,,,,BUX ILTB,,,,Fortuna,,tuber hyb.,carmine,Diener,,1964/68 GOL,,GOL,,,,,
,,,,,,,BUX RDSBD,,,,Fortuna Lachs,,semp,,Daehnfeldt,,1978/79 list1979,,1979,,,,,
,,,,,,,BUX JBS,,,,Fortuna Picotee,,semp,,,,,ﾌｫｰﾁｭﾅ･ﾋﾟｺﾃｨ,,,,,,○
,,,,,,,BUX TBG,,,,Fortuna Rose,,semp,,Daehnfeldt,,1973,,,,,,,
,,,,,,,BUX MLT,,,,Fortuna Scarlet,,semp,,Daehnfeldt,,1973,,,,,,,
,,,,,,,BUX RDSBD,,,,Fortuna Weiss,,semp,,Daehnfeldt,,1977list1979,,1979,,,,,
,,,,,,,BUX RDSBD,,,,Fortuna Weiss m. lachsrot. Rand,,semp,,Daehnfeldt,,1977list1979,,1979,,,,,
,,○,,,,,BUX Beg'87,,,,Fortune Cookie,,rex,,Corwin,CA,,ﾌｫｰﾁｭﾝ･ｸｯｷｰ,,,,,,○
,,○,,,,,BUX CABS,,,,Forty Niner,,rex,red,,,,ﾌｫｰﾃｨ･ﾅｲﾅｰ,,,,,,○'70
